guid,price,date
"E20 1HX, 7a05a8f83c84d8cf25726b0f29633183ef9902f1",517500,2020-11-02
"E20 1HY, a0f97f971bf7f7700f891cc0277a0017ce17ff35",814750,2017-06-08
"E20 1HY, 1940a5d7f0ba84724de1d6e1c6edacf3d7abde0d",805000,2017-05-08
"E20 1HY, b1283954c16e0204974364cf2837c98d9910f911",667875,2017-06-08
"E20 1HY, 617bee1802fb7d13ddd3042812baf853c29aac72",567450,2017-06-20
"E20 1HY, 5dc7a3bc4ca7870802fc1dfce5494d00aed7e4fd",665775,2017-05-30
"E20 1HY, 53142b2e09c3ee12e8694c216d24a583a5407f5c",530590,2017-06-28
"E20 1HY, d8030302c4df90a0340d795be4cc25d477879334",618750,2017-03-31
"E20 1HY, d8213a3f838b08f1ef204c8289def8f2b191e140",598500,2017-06-15
"E20 1HY, 9bb6360ace0662ae86eaf394dbaf9568941328ad",905000,2017-05-09
"E20 1HY, bc38eb3594a24607541cbb30961e07155541dc78",771900,2017-05-18
"E20 1HY, afd3e335fd5afdb9ed4af9950eda872baec8b448",645975,2017-06-22
"E20 1HY, 65de2a47faba2f046ccbd2cce887e715656872eb",594125,2017-05-26
"E20 1HY, 69ba57d2bcbaba89e8395534e8b1bbf58bf7a530",632500,2017-07-04
"E20 1HY, ac30f9bc4098e6f74e76aab2c224a0f298087538",645000,2017-06-15
"E20 1HY, ac30f9bc4098e6f74e76aab2c224a0f298087538",750000,2022-01-06
"E20 1HY, f159b3e70b3b82e798008fbf157ecb0bfbfce496",814125,2017-06-16
"E20 1HY, e7ab77cfe549c95d16edfde7aad74d847ab0bcb6",818800,2017-05-04
"E20 1HZ, 5413f6f20cbb0ec213980bffe6dc5743bea74406",215000,2019-11-14
"E20 1HZ, 7c03cb8c95a5e9890ebbaed06e2c4cdfae18d6eb",9327620,2020-06-05
"E20 1JA, 5eefad81cc0d711b9b00bd7db05c763c9028494a",440996,2019-06-11
"E20 1JA, affd3a538fb15e05ee7383e49fab3f03d35356ea",397511,2019-06-11
"E20 1JA, fca2f6cca7f32c664b721b59fe789ba75bbae1b0",716149,2019-06-11
"E20 1JA, 93257870eeef9c515e831635fe18f9e0df20fe52",397511,2019-06-11
"E20 1JA, ac286b86b774fe24e7129f6fcb6b70683c1bc537",397511,2019-06-11
"E20 1JA, 88b7c85fb689520a937d8aa8917c6403edc071b8",344730,2019-06-11
"E20 1JA, f2a450a00179b0914ef1b1626c851caffe9861ec",707452,2019-06-11
"E20 1JA, 5c403b034c37ffb4e6e50a1cdef969ff9ae32d7e",397511,2019-06-11
"E20 1JA, 8caf5d06903ca533af73b1a1d28e503d840457cc",716149,2019-06-11
"E20 1JA, d684c2fe67735f69ff19d6fbfabd642a71effb2f",397511,2019-06-11
"E20 1JA, 2ea325d01eb2266930d7d97f5ff656c2e47c79bd",397511,2019-06-11
"E20 1JA, f8f0cb766a98a7cc81c397baddd6d48cf62fabc2",716149,2019-06-11
"E20 1JA, 931894d61e3d0281615e7c13465feb02ee6d2e0e",305593,2019-06-11
"E20 1JA, 1dedf9a9cceed1c0f29286ae31d18d4132f998c8",305593,2019-06-11
"E20 1JA, f411a82c2d1949d0b154e4282241a45a5fdba5c2",375768,2019-06-11
"E20 1JA, df9b4ed6db6e212dce300b96e6f3fe3abfb44e5d",707452,2019-06-11
"E20 1JA, 70c0d3376bce951578e4201e5a9e194c22660aa2",397511,2019-06-11
"E20 1JA, d97d6c943f997da7aac49f33b84205ef32630721",716149,2019-06-11
"E20 1JA, 79f1d69c353c410b9feceed43f7651797669834c",397511,2019-06-11
"E20 1JA, 959869643f1c6cff7cf7a5f99aa59e78b044397f",397511,2019-06-11
"E20 1JA, 83fd9176b9aaebb4fddb0f5b312190024e6d771f",716149,2019-06-11
"E20 1JA, 4b92d3660c597854c6ca3c1b3a165c318a0e9c6b",305593,2019-06-11
"E20 1JA, 5dbdc2bd35beab0255c4bde383f3d3e179b506fc",375768,2019-06-11
"E20 1JA, 46f4a4d70b9a417e40e46e20092ca451bd9f8e70",375768,2019-06-11
"E20 1JA, 65fbebf43cd9c63464ba50090e7a78d1a30b741e",716149,2019-06-11
"E20 1JA, 695d762cebe194b93d7361fb4f9e72bdb8eb8860",401859,2019-06-11
"E20 1JA, 6f03016595c7ea3e5dcd4a1c54d787e2fd003246",724846,2019-06-11
"E20 1JA, e0e0eea4bca406cc731a0727de8bc9996bb3502c",401859,2019-06-11
"E20 1JA, 2fb5b691c0320f01809ec41d9ad35510416affdb",401859,2019-06-11
"E20 1JA, 49477b94f678e141da9bcc4a4dfba139467babf5",724846,2019-06-11
"E20 1JA, 6c38ff8e25ddad228ebbe38154047269a23183aa",309942,2019-06-11
"E20 1JA, 7d9a01e1cf62d8876b75d9d69a6a366224fc8ff4",380116,2019-06-11
"E20 1JA, 0885f2051a648dec12e1c33fd5358a7cf6378a93",380116,2019-06-11
"E20 1JA, 174ad4b4c6174a6a90a50a5683f25924cdf3de27",716149,2019-06-11
"E20 1JA, 50c9b45571fa671a4cae42059f2c1b154861ae4b",401859,2019-06-11
"E20 1JA, df7b06b18aa4cb2562f430f9b35e1d76576bc4b0",724846,2019-06-11
"E20 1JA, 84027d15c46960d1673abe1ecd77942520066c8c",401859,2019-06-11
"E20 1JA, bca1294f0ddb8482338c5541d6438e77c080e84b",401859,2019-06-11
"E20 1JA, a827d150af6b075a678d631b6e8d2507bc0bd90a",724846,2019-06-11
"E20 1JA, d8ce8c70ced2d6626fb4c61deaefe7c77c2ca2e1",309942,2019-06-11
"E20 1JA, 7917d0d8857b52929ef6744ba7113e5c80504430",380116,2019-06-11
"E20 1JA, f05b48a8b86c7b968f5ebf2592745b3cbe3b8a63",380116,2019-06-11
"E20 1JA, 22ef5f2b211a7968b1bbfd4ff0f2bd917bbf09b0",724846,2019-06-11
"E20 1JA, 03302b5d24235e5d4ed774975e6b77cb7af11531",406208,2019-06-11
"E20 1JA, 93f1612a7eb3aac346605381b54bbc5342bdeac0",733543,2019-06-11
"E20 1JA, ad7db36d0c782a37f4185fc63d384c3bb746250b",406208,2019-06-11
"E20 1JA, a7f74fde6df2a6913075e813fde1db53e96572c3",406208,2019-06-11
"E20 1JA, 4e7ad1e24be286b45ce3ce08f070a60636cc1ba8",733543,2019-06-11
"E20 1JA, fc898fa33900300d4da9d16b47f67c74e2128b1f",314290,2019-06-11
"E20 1JA, a00133213cee809c4a91f70b13ed03832581c0ca",388814,2019-06-11
"E20 1JA, 896b9c50226273b645981a1e3a0bddfb35eb8fb4",388814,2019-06-11
"E20 1JA, a3e2f3e8cd866b3a50a337f996d77f191b5796f8",737892,2019-06-11
"E20 1JA, 54faff86c629811b20dd105de625b90d633b1387",414905,2019-06-11
"E20 1JA, 1477c38c6e67617cc92945e457377026eedd55d2",750937,2019-06-11
"E20 1JA, c0c9323815d5412d15d0a48dbe38ad8484b9b145",414905,2019-06-11
"E20 1JA, 67840166551650085b6f8ca01f041d150e03e28b",414905,2019-06-11
"E20 1JA, e203ae8a4b864ee171192d3c727d9d161eaf6332",750937,2019-06-11
"E20 1JA, 16344e9ff4fc2759b0cd3392905a1123f5437209",318639,2019-06-11
"E20 1JA, 42fffb236587667265e5bcf347fc467d535151d3",397511,2019-06-11
"E20 1JA, ceb016f58dd0aed471f567c9a1f92fb1b1871b30",397511,2019-06-11
"E20 1JA, ed93bb73128a7f184563be63c7237fdea2a1b1a2",746589,2019-06-11
"E20 1JA, bb4c70a9aafe27d02571221a324a4eb406311bb2",419253,2019-06-11
"E20 1JA, 50af9db3e8ed09140f990c4fa741ea0f4e687f67",755286,2019-06-11
"E20 1JA, c30785fb486a66b852a224a1f9477e5b3408a9da",419253,2019-06-11
"E20 1JA, 0825a67beae09d2df3900f13d775ec66bb2811e0",419253,2019-06-11
"E20 1JA, 2985f9b167322ed75d46ad48fda55a7d89fa1599",755286,2019-06-11
"E20 1JA, fb08f3086e1cabd3cb29968b1efbe7b5d72f7c3e",397511,2019-06-11
"E20 1JB, e174c7534c7bc2d54716fdc1fb1ef3889ec465dd",755286,2019-06-11
"E20 1JB, 4123ce41797746fc2f35dae4afca0d58b0314d96",690058,2019-06-11
"E20 1JB, f9298b3fde33dafd142b228c764f0e4a5cd5ab7b",449693,2019-06-11
"E20 1JB, 0f0c1091b393132d09c8434fdda252727233964e",655270,2019-06-11
"E20 1JB, 673c1bca464a05bc7af0c8ffb414db42dcdafaf7",668316,2019-06-11
"E20 1JB, f3fe633116168aa4413df1640510ac7078299829",501223,2019-06-11
"E20 1JB, 4a23c85e09581798caea26d4846ffdb9d41aa0d5",668316,2019-06-11
"E20 1JB, 2ee6f694da6d2c98aceb0c4372b7a71348f33f8f",522966,2019-06-11
"E20 1JB, 4770715acdefaaa8b6ae85d2824697daa3994e6c",755286,2019-06-11
"E20 1JB, 9352bc381229d41c15a550edbaebb93124316f4b",703104,2019-06-11
"E20 1JB, c450fd88f5c5980fc8048373c298d6235c2414e3",458390,2019-06-11
"E20 1JB, bae379004b9cad9c52d5ccb007bce0b340b7633f",668316,2019-06-11
"E20 1JB, 4176d983e9d80bb0385f9d2eed51b5b91a2ba08a",681361,2019-06-11
"E20 1JB, fa2a5d96992428493971e9a4198b8a1ca2a07f38",509921,2019-06-11
"E20 1JB, 9d931e31bf370a1033566f10126bbfd32b847a91",681361,2019-06-11
"E20 1JB, c065e25eec8dfa117b0f348ac48ec8db50592a1f",531663,2019-06-11
"E20 1JB, 1823f8bf1e0ba5f3b1d9998386d6e7573a3a331e",768331,2019-06-11
"E20 1JB, 8fc2d823e95ad5f7ef69ee25501d3d9d300ec968",716149,2019-06-11
"E20 1JB, a45732612da3370d63f0d7dd184ea67100919a23",467087,2019-06-11
"E20 1JB, abf1934b4eeca8fde8d4816800b2e199ba270c3e",681361,2019-06-11
"E20 1JB, e17cdf3945856ffdcc60a25fc7de395de8c2277f",694407,2019-06-11
"E20 1JB, 4fb6f915cebceacc276823810f52322dab08c3fb",518618,2019-06-11
"E20 1JB, a3fb2a70381b068c3d1b1a5f925894b9b8a37f35",694407,2019-06-11
"E20 1JB, 02b194bbf928c6ae610355e8cac73d70ae5ba0f5",540360,2019-06-11
"E20 1JB, 0e968950b07e8359314b4162861cba9687900821",785726,2019-06-11
"E20 1JB, 4334e14be8c1bddf75c2e08e7b6f393603e51bb8",724846,2019-06-11
"E20 1JB, a1984d5dbeb54846a6283dec694e25e2ae7f81c7",471435,2019-06-11
"E20 1JB, 24598a93f3d3d3b0abf794e21ea8f1e8a73898a0",685710,2019-06-11
"E20 1JB, b962dd7cfbba4ca5248d45d269b1349388657576",703104,2019-06-11
"E20 1JB, 232d1542f8acb77cd1f997dbf4b3599ab850ee2c",522966,2019-06-11
"E20 1JB, 0f7aec70e49d0f0caac0239cc0592159b1999e15",703104,2019-06-11
"E20 1JB, 56b578d44da0ea5580c40e85a3aa541a36f50394",544709,2019-06-11
"E20 1JB, 4417f44c98f9928e2f1fb9dcf85a57611b7e7b20",790074,2019-06-11
"E20 1JB, fe80f478c8c007066b668cb8fe9171ff4b2af293",733543,2019-06-11
"E20 1JB, fe7aea33366c7895169311b2a8e8bdd854da37e7",475784,2019-06-11
"E20 1JB, 35173e509e9925cb59d214d30d6f9423be466938",698755,2019-06-11
"E20 1JB, 83c7021cf9e9a68cc0990c818bfb9092be8c9b99",553406,2019-06-11
"E20 1JB, 2d174e0d3031fec2b2022069cec155184acd2db1",698755,2019-06-11
"E20 1JB, d636c87b034a35f7f1ea661e47d78e94a22dd0cb",681361,2019-06-11
"E20 1JB, cd1d8ed995c80e2cbaf781edee5881c27fdba90b",440996,2019-06-11
"E20 1JB, 5d26bc705e413f05c27a7bb8b5fd3c998ee0185d",646573,2019-06-11
"E20 1JB, 8f99db9c73c2454417346dda82eb4a143f2e119f",659619,2019-06-11
"E20 1JB, 4db549cc75059edc6cf12e49f673a598e9703eda",492526,2019-06-11
"E20 1JB, c7509050bca26f278dd72ad5b64db482be256b48",681361,2019-06-11
"E20 1JB, 16479a4d01f7b8ad5f077566002bf2e0e7e49e32",440996,2019-06-11
"E20 1JB, bda9c6479f9193b30c42e17505abfe53ddb51301",646573,2019-06-11
"E20 1JB, 0e71a182131ac002a11a8fa986e294de6e477585",659619,2019-06-11
"E20 1JB, 0ce9f7b1db46c66bafda9bd40b7ae750ec6a4615",492526,2019-06-11
"E20 1JB, ee978100803c6765a4ca3739d39c97c1c57724ce",659619,2019-06-11
"E20 1JB, c159b5008733c56ee56501f7fe33eaca3d73a52f",275154,2019-06-11
"E20 1JB, 1f0c2341822fada8f35848ab93c7cf781487f8c4",746589,2019-06-11
"E20 1JB, 7f0f200b3a093efe9416dee4982102373309e44a",681361,2019-06-11
"E20 1JB, 273082b4aab86eba1632df0e6159d6d8410af08a",440996,2019-06-11
"E20 1JB, d465e92bd61e3e1ad5ef529d1755f1596f08c5e3",646573,2019-06-11
"E20 1JB, 387c445e1fc2a23a17672308612b36084ff02702",659619,2019-06-11
"E20 1JB, 9b38939e2a292ce51dac9f24197b8afb5113ba87",492526,2019-06-11
"E20 1JB, fb11003d5eea40faac8a181d388d60f60911d69e",659619,2019-06-11
"E20 1JB, 870cd79706ef190bf9163f863500229d52d992a4",514269,2019-06-11
"E20 1JB, 8f9e1de05b99f5bbc3f6a65d5b654e43736f1828",746589,2019-06-11
"E20 1JB, bee1bd557ae377fc58680424b7d1c68d95127158",690058,2019-06-11
"E20 1JB, fe19f3e59dcc3edf690870dfbbcd091c91d8eb81",449693,2019-06-11
"E20 1JB, c8451397d27f8ffa32b0f1e6eec7782e5a058115",655270,2019-06-11
"E20 1JB, 43034d88d8c59e3ff815c2d6724dcdc63019118c",668316,2019-06-11
"E20 1JB, d3decf12bb5d9f2a63ae54ff17927fce0f607deb",501223,2019-06-11
"E20 1JB, 644fc84e2e308c4f7d7919682d23d49c77dd754e",668316,2019-06-11
"E20 1JB, 6d14e1a1b394dfe78f0ba3168139b4ec8e26c1aa",522966,2019-06-11
"E20 1JD, 8f9d0be2e5863e9dd167997a987fa3975e648a0f",631679,2019-06-11
"E20 1JD, 8e0837b4d6c2ce76c13216682ad1ac25093c6c95",679513,2019-06-11
"E20 1JD, a88414d95a4fd2e3acdc05485475930d97b13586",631679,2019-06-11
"E20 1JD, d68728f61a07dcce813d3fc7c76493d958fb23b4",384465,2019-06-11
"E20 1JD, 32bd5bfa9d0d02947b445b451843eedddeaab2a3",314290,2019-06-11
"E20 1JD, 8f05d92ddff9910efed47e3decea74d1cc5063bb",733543,2019-06-11
"E20 1JD, f567ddca5f5e0e762f533e3c5ba3488c89dec12d",618633,2019-06-11
"E20 1JD, 576e6b00f1cae567df1bf55fc07aa9635c780bf7",618633,2019-06-11
"E20 1JD, f48d8cadd613a64d66559b7f98ed7b743c0964d9",414905,2019-06-11
"E20 1JD, 871ba7d262f4a5528fe2c67ef10219fafd794a5d",462738,2019-06-11
"E20 1JD, 33d266d33ab0676f34a57ffaf52e6ec9cdbef4f1",397511,2019-06-11
"E20 1JD, 3b3f23886942eb58f4a0a90ad938c10a81f3a9ac",318639,2019-06-11
"E20 1JD, 2f025783a4f27127182709e5c9f74a7175d0d95d",596891,2019-06-11
"E20 1JD, d593cc1a8e11c395430b2b547e29ab54382eb7d6",414905,2019-06-11
"E20 1JD, 74c18155e4bc3f85279952249de105eb9d83e756",618633,2019-06-11
"E20 1JD, 291cd457ce365be7db211893d2022d7dc2973fd9",618633,2019-06-11
"E20 1JD, fbd78459112f311ec3215fb3a4a0019e921937df",414905,2019-06-11
"E20 1JD, 4a9a1222af7db2091191b79108dfe009c6c32ccd",462738,2019-06-11
"E20 1JD, 301d20a6c58453c505bf9c2cc041cea1789956bd",397511,2019-06-11
"E20 1JD, c66cc854bf7984c650dbb7a5d2ef23ba2177165b",318639,2019-06-11
"E20 1JD, e55b365df769aae24b90edd0e91f28bff44eac41",596891,2019-06-11
"E20 1JD, 92053f996732a13cbd9c598d4b3761cf06dd5685",414905,2019-06-11
"E20 1JD, 2bc4139fedd778f6c17c7097fbc96fa75f7a7538",636027,2019-06-11
"E20 1JD, 24ab8e592d6e9750a697613fccd033e2e2e451f4",636027,2019-06-11
"E20 1JD, 40da24b385a0eb676d846f438c47253117667769",423602,2019-06-11
"E20 1JD, 1cd389ffe3b7678b35bb65a0c39a4d1e10cf7611",475784,2019-06-11
"E20 1JD, 78b1b5f3fb58165325ba243a5d4b2daec3045946",406208,2019-06-11
"E20 1JD, 6dd6581f3eb7a09e7696c56d0936b11946e99a32",736043,2019-06-11
"E20 1JD, c84d67c8ab4e759ffe75e3e060421141384d43df",423602,2019-06-11
"E20 1JD, b40fc451dac5bd9bc38e5689d0f2a8044c0de7c1",636027,2019-06-11
"E20 1JD, 32aef9009bf55a8ba799ad13b8657685dc3d2827",636027,2019-06-11
"E20 1JD, 0cf829ee36aa76b86a65a2f1661f6fcc3202b8f7",423602,2019-06-11
"E20 1JD, c3a7a09ea5eed1653c28e593e080a173d75637ba",475784,2019-06-11
"E20 1JD, 32f2ea64ea1a8c206615cdbc7cfff0b6b0f446cc",406208,2019-06-11
"E20 1JD, b2ff13795f4bbd7ee2656fa0d64b6eb9340b1382",736043,2019-06-11
"E20 1JD, 4011389ff23f991a034af9194637d670863c2a1b",423602,2019-06-11
"E20 1JD, c7de768c46bbd73fdf81040c017197d78a5b5a7a",649073,2019-06-11
"E20 1JD, 0eb25cf9ec683f65862750df566fc65523599442",649073,2019-06-11
"E20 1JD, 6496583d809f1981124680ca9d488fc4da24e5c6",432299,2019-06-11
"E20 1JD, c1292a7f9ee7051183f64bf568b5b3ba18dccdf2",484481,2019-06-11
"E20 1JD, 587720416a7c4a6faa0527a382221e5052d51536",414905,2019-06-11
"E20 1JD, 20091edc4683bd786459ebacb64c5acf86b5770b",336033,2019-06-11
"E20 1JD, eaf9a079dc164c95c53ee4bbca3d973d951db665",622982,2019-06-11
"E20 1JD, 19a868718113a386eafb2f0cacee6921cbdfa9e7",432299,2019-06-11
"E20 1JD, feeb8c4a24761fb05657efad9ddb0e7a88932f39",649073,2019-06-11
"E20 1JD, 24ab1917394f7ef39d582bca86ac57fd847059c5",649073,2019-06-11
"E20 1JD, 34ef02e25da23865e2c4fd9ff9552410db65419d",432299,2019-06-11
"E20 1JD, 48b7c248a6834344bd0802fefe520562d5b60935",484481,2019-06-11
"E20 1JD, 78cd500e0bf159ac1e2fb6e976c8621eee5b23a0",414905,2019-06-11
"E20 1JD, 877fbac064d5437eee8563e8ad0dfd361f7e67eb",336033,2019-06-11
"E20 1JD, 878444caa93ebe3f98ad0ff6c5d13d004b379b92",622982,2019-06-11
"E20 1JD, b7c08e2040c30b004c87056679b789062f70b593",432299,2019-06-11
"E20 1JD, b696dca2bbadb572c13a0d9cd553e0ed6028b8ee",649073,2019-06-11
"E20 1JD, 318d6b3412aa964f8b12ad0853198eb143bf6f77",649073,2019-06-11
"E20 1JD, c7195d98ebf29d9095d0393a65a7722b549867b5",432299,2019-06-11
"E20 1JD, 8ec7ee9658ce70b6aec70da7e27aad035366c9b0",484481,2019-06-11
"E20 1JD, f4de889148188bfdd22855b9ff4925792c87be96",414905,2019-06-11
"E20 1JD, 2674d5ae126f5b1b7a695d8a3d8fdb57819f8b95",336033,2019-06-11
"E20 1JD, 043896e5267db6dc01cdaf1dd50ff2dfd8202a73",622982,2019-06-11
"E20 1JD, a5e89e305d0bc943d0b2cfbbf14071b855dd12d4",432299,2019-06-11
"E20 1JE, 09925d6d703a9f49834e29540ad1b255046f3463",649073,2019-06-11
"E20 1JE, b7824065ddf968a8a2c751cc871364aefff25dd3",649073,2019-06-11
"E20 1JE, 441074f05d38fbf1db1a071f102133e7b80dae44",432299,2019-06-11
"E20 1JE, acc525354dc4e1d7e6540c8dc33b87f4a57bed94",484481,2019-06-11
"E20 1JE, 5983da5507124babdf28dea2a21add2aa951094f",414905,2019-06-11
"E20 1JE, 5519020b79832941aeadf7e8f572cfe564fd5fd6",336033,2019-06-11
"E20 1JE, 129f00d52052e775cc67f8a4c498753cc595caf2",622982,2019-06-11
"E20 1JE, 34747b18a2dd17666ceaed0274487fc85d205ac6",432299,2019-06-11
"E20 1JE, c18cd51f46ed352a545a8f9c6e19d38bb956234b",662119,2019-06-11
"E20 1JE, 2622ace88c74cd436cced53d80838364442160b6",662119,2019-06-11
"E20 1JE, 4c3d223bc129c8af8fdd2ec26d3d56d89efb0639",440996,2019-06-11
"E20 1JE, d6ea7c482648d07894e9a72eedfd0ec7ec72e698",493178,2019-06-11
"E20 1JE, fea13dadc0b34bc2af5c7527d92b6af622b57ff0",423602,2019-06-11
"E20 1JE, f34f18265f297ec177507af50db8f8be11331270",344730,2019-06-11
"E20 1JE, 5707b45830dc24eefff9ab77f6648dba5e96bc7c",636027,2019-06-11
"E20 1JE, 628a3d94d972624f40d6deb66d50ab8e69a90ae8",440996,2019-06-11
"E20 1JE, b43c4ad7f86c2c3f92aa8dd4363a416f4bb7b44e",662119,2019-06-11
"E20 1JE, beafee0397063a0fc9ef4d241164b18bcb2da7a8",662119,2019-06-11
"E20 1JE, 30d39c77b94380563a136da77553a58b5a2770b8",440996,2019-06-11
"E20 1JE, a05c1f82496e1bd76f948f3f73ad20176efeaf07",493178,2019-06-11
"E20 1JE, 30df0990f673ae0a68cdb88b2923263754af3c8e",423602,2019-06-11
"E20 1JE, 24c212992fdfbe25b2c93b9490e16112140d0b8f",344730,2019-06-11
"E20 1JE, 0faa5d9e8ddafa317ad935232d7e948c5ea88d2e",636027,2019-06-11
"E20 1JE, 4542106dc135941eb64f9e062d6297503c9feb0d",440996,2019-06-11
"E20 1JE, 2ea669b2014537b50608542f8143e3d845535eb0",675164,2019-06-11
"E20 1JE, ea9680fe44c2e3bd3b5b1796fe3f5f59c44d7363",675164,2019-06-11
"E20 1JE, 9211738bb2fcaec551642f4bfca2e1702dd876b9",454041,2019-06-11
"E20 1JE, 5f87b630db6da6db7aad1271b5a0d9620b0f2013",506223,2019-06-11
"E20 1JE, 9c77d0981ddc243cdd663351fccb367392725ae8",432299,2019-06-11
"E20 1JE, 2262aa096c878adec0f91bdec26a3fdce83c99a6",349078,2019-06-11
"E20 1JE, 85c3628d3293b26e1623d5cac0188e2915af4d5e",649073,2019-06-11
"E20 1JE, 387148ea69e42f45e29a6057fda50d3b5e077888",454041,2019-06-11
"E20 1JE, 76993822620b089170e2d1b6f5e5918ad314be62",675164,2019-06-11
"E20 1JE, b5387a42e1591b53b47bf1dfe152f9faf1b1c388",454041,2019-06-11
"E20 1JE, f740f625b2849743dbff828f71730a3f7bc12989",506223,2019-06-11
"E20 1JE, 2a86dbe675e316d1a6ff3cb0a4e0362f243d2fe9",432299,2019-06-11
"E20 1JE, ee3b1a546edb8c78cb2fdd9169f296638694f766",357775,2019-06-11
"E20 1JE, 5173b5d568001dd651528db225a87e1bfd20a49e",649073,2019-06-11
"E20 1JE, 475e0066b8e5a739cfeeacd8b888e3ba3490e31a",454041,2019-06-11
"E20 1JE, 5cb89995704103e7a4537375f221c25ce9a185d9",462738,2019-06-11
"E20 1JE, 81ccd454122ea072a66619e190dc97599ffe07b6",675164,2019-06-11
"E20 1JE, 07aa71ab6964246e22d24c0016559aefb88389f2",692558,2019-06-11
"E20 1JE, f0edde552693ffbaacc6b898264c2811a0303ddc",692558,2019-06-11
"E20 1JE, 6351bc9af09891e64159a3a6342e39ddd7e8ffc4",462738,2019-06-11
"E20 1JE, 6576d38f3104465f7c56cf526ada04dbc7ea16ca",514921,2019-06-11
"E20 1JE, 004fbf60e30c18888dab284205afb620be45adc5",440996,2019-06-11
"E20 1JE, ab9df6c56b090843be0584a743046b9b0583eaf1",357775,2019-06-11
"E20 1JE, 0d609ce4cdef7f3e3740aa64a621829dad52a25e",662119,2019-06-11
"E20 1JE, bce23412deab10a8ddedb3ef3402a590cf9367b5",692558,2019-06-11
"E20 1JE, 376663f8eed81a799aab1f8d3c5b0ebd6e2e7835",692558,2019-06-11
"E20 1JE, f7bae0f151492256a85213d51aee8378626b2009",462738,2019-06-11
"E20 1JE, 52180de8844b3ef871b5c2c515e397cb0b5c96d4",514921,2019-06-11
"E20 1JE, fecf534fffc0fde4a9d70a0890b60a8e960efb18",440996,2019-06-11
"E20 1JE, c96c262a6bf86dfcd4f73ac9c5cfca1d57dae462",357775,2019-06-11
"E20 1JE, 7fd8b547c440eb3c63c5578e121a1e60b0103d7d",662119,2019-06-11
"E20 1JE, 1ab16fe91acbb110e6804f313cad3e1dae463d87",462738,2019-06-11
"E20 1JE, 076fc4dff4027f6d78f6cc0da8d8161fd8dff3ae",692558,2019-06-11
"E20 1JE, 22f166e1742f719122b9c70a1a8ef84a0f21d87d",692558,2019-06-11
"E20 1JE, 929446d8368e7aad5be8529797e085098aecf3d2",462738,2019-06-11
"E20 1JE, c6f83944c3ca0144db7a3074968f2f103a486f2c",514921,2019-06-11
"E20 1JE, 542ef5d84f6c2d18f4c54a44afc659060677ec41",440996,2019-06-11
"E20 1JE, dbec076c1086af1291aa9fdf0e581e0a544e554c",357775,2019-06-11
"E20 1JE, 4fd7a2264f91577a9efade556646838e5b467fd7",662119,2019-06-11
"E20 1JE, df103c4e13ca769f5506d5f246d3bc81659273c7",462738,2019-06-11
"E20 1JE, e14310ee702f775bedbb9abb204e2545fa5e0c56",705604,2019-06-11
"E20 1JE, e2b60143790bd27d8e5a4bc9a1ef8ded8e69f849",705604,2019-06-11
"E20 1JE, a1a75b77ca8818880cae01361370858b725318e5",471435,2019-06-11
"E20 1JE, b1928b7d25ae3987e9d53566bf3bae1089caf0a3",527966,2019-06-11
"E20 1JE, 77b732046bfe28213716d1fd1b2a510dec7f18d4",454041,2019-06-11
"E20 1JE, 95e113421949482eaa35f4b27e6a3f37b1b2d3dd",366472,2019-06-11
"E20 1JE, fb12cd9ea5ace3151018c52c54222a188e3c314e",675164,2019-06-11
"E20 1JE, 0845939a9b1e25dae795a0dab45cc4721b7882c3",471435,2019-06-11
"E20 1JE, 3b743e64c0aeca154648e51aa49778a03219c53d",868347,2019-06-11
"E20 1JE, 0e8615ffd4ed079fda332a8d12773d3f9c37733e",868347,2019-06-11
"E20 1JE, 7e9f0d415df3b279ed3f1412cbdc621c1ac692c7",850953,2019-06-11
"E20 1JE, 01335a54fbc5d6330e6c8cea70525c4c6f8171fb",675164,2019-06-11
"E20 1JE, 16e039a6cf27e58a8e0d19f787b5bf02b53dfb52",850953,2019-06-11
"E20 1JF, 8025f1a78f51c192a74c6fa1ca4ce54856cd151f",583845,2019-06-11
"E20 1JF, 973653dda3eaea6072d70efdabe9d71e12280526",631679,2019-06-11
"E20 1JF, 9b4c8b4149f4bbd6d60093ddc6496ac1dce8e2ff",518618,2019-06-11
"E20 1JF, 93048cfaa7a9ee9fe93c19d94f6297fcdfa8f5b2",681361,2019-06-11
"E20 1JF, 16f877902919300e06235f0c58b3012cb7d56224",419253,2019-06-11
"E20 1JF, 138c5c99fb64b16a19064e2d04b15b4dfa92ee51",631679,2019-06-11
"E20 1JF, 4652de53623e36dbcdf7c071463b1bdea5461d73",631679,2019-06-11
"E20 1JF, fe0645cf9378479db0d685f3e65071e55f0560ba",681361,2019-06-11
"E20 1JF, 2c11a77389994a48c29d0d9bd79ba4221e6b88f9",419253,2019-06-11
"E20 1JF, d5ebdfc921f6c4ce3794481eac4d009fca4bf0c8",583845,2019-06-11
"E20 1JF, f46736b30df9b3befe584fe66819cfccd7bbaf39",358374,2019-06-11
"E20 1JF, c492fa59a00e03a40f6e0ae24355683e94fd166e",785726,2019-06-11
"E20 1JF, b77041fbaba3ef7254b8b07933b1cb406d1b2511",631679,2019-06-11
"E20 1JF, 6469d7b8b2c853a1067fc0e362fb47fbac440f55",631679,2019-06-11
